序號,補習班名稱,稽查日期,班址,違規情形,處理情形,發文日期,發文字號
12,私立弈智圍棋短期補習班,2020-08-24,彰化市自強南路128號1.2樓,"1.繳款收據格式不符合 2.未經核准增設英語類科3.班牌未依規定全名書寫4.未簽訂補習班服務契約書",限期改善件次,2020-09-08,府教社字第1090324395號
13,私立劉皓文理短期補習班,2020-08-21,彰化市民族路253巷83號1.2樓,經查該班場所已無經營補習班。,限期改善件次,2020-09-08,府教社字第1090324200號
14,彰化縣私立安迪熊創意美語短期補習班,2020-08-21,彰化市新興里永安街327號1、2樓,本案查無109年消防安全設備檢修申報及未依規定實施短期補習班補習服務契約等項。,限期改善件次,2020-09-17,府教社字第1090341794號
15,彰化縣私立德馨文理短期補習班,2020-08-20,彰化市民族路159號1-2樓,本案查有補習班班牌未加註立案字號乙項。,限期改善件次,2020-09-17,府教社字第1090341836號
16,私立新郁英達美語短期補習班,2020-08-20,彰化市西勢里西勢街144號1-2f,經查該班場所已無經營補習班。,限期改善件次,2020-09-16,府教社字第1090336008號
17,私立志勝文理短期補習班,2020-08-20,彰化市埔西街267號1-2F,本案經查補習班教師查無良民證及未依規定實施短期補習班補習服務契約等項。,限期改善件次,2020-09-17,府教社字第1090341814號
18,彰化縣私立英才士文理短期補習班,2020-08-20,彰化縣溪州鄉中山路三段490號1、2樓,"1.繳款收據格式不符、 2服務契約書現場未出示、3.立案字號未顯示立案招牌上。",限期改善件次,2020-09-07,府教社字第1090320074號
19,私立育生美語短期補習班,2020-08-20,溪州鄉中山路三段733號1.2樓,"1.該班未經核准擅自招生國小招生對象增設國中數學、 2.服務契約書、教師職員名冊及良民證現場未出示、3.立案招牌未依規定全名書寫及未顯示立案字號",限期改善件次,2020-09-07,府教社字第1090320362號
20,私立陳姐姐語文短期補習班,2020-08-20,溪州鄉中山路二段五六七號,1.繳款收據格式不符、2.未經核准擅自增設數學班、美術班、才藝班、3.立案招牌名稱未依全名書寫、4.違規招生安親課輔,限期改善件次,2020-09-07,府教社字第1090320001號
21,彰化縣私立心台大文理短期補習班,2020-08-14,彰化市中華路93號4樓,本案經查補習班查無補習班履約保證服務證明(補習班學費採季收非月繳應提供履約保證)及未依規定實施短期補習班補習服務契約等項。,限期改善件次,2020-09-08,府教社字第1090317516號
22,私立天馳文理短期補習班,2020-08-14,彰化市中正路二段5號6樓,本案經查招牌班名未依規定書寫(天馳升大學升高中文教機構與立案班名不符)、教師賴宗佾、凌永裕及行政陳慧怡等3員未於系統登錄、賴文俊查無良民證、查無補習班履約保證服務證明(補習班學費採季收非月繳應提供履約保證)及未依規定實施短期補習班補習服務契約等項。,限期改善件次,2020-09-10,府教社字第1090321970號
23,私立陳贊民文理短期補習班,2020-08-14,彰化市中華路93號5樓,本案經查補習班教師查無良民證、查無補習班履約保證服務證明(補習班學費採季收非月繳應提供履約保證)及未依規定實施短期補習班補習服務契約等項。,限期改善件次,2020-09-08,府教社字第1090317331號
24,私立黃鈺閔文理珠心算短期補習班,2020-08-14,田中鎮西路里建國路39號1~2樓,1.經查該班招生對象為國中生，未經核准擅自招生國小學童招生對象、2.該班立案證書未張貼明顯處、3.補習班服務契約書現場未出示。,限期改善件次,2020-08-31,府教社字第1090312090號
25,私立大家語文心算藝術短期補習班,2020-08-13,彰化市光復路18號,本案經查貴班查有補習班招生旗幟違規增設大家安親班涉及安親課輔情形、貴班防疫作為未確實(教室內未戴口罩防疫)、新聘教師王慧儀及賴詩詩未於系統登錄更新、查無貴班教職員工良民證、查無109年消防安全設備檢修申報及未依規定實施短期補習班補習服務契約等項。,限期改善件次,2020-09-10,府教社字第1090321494號
26,私立夏爾英文短期補習班,2020-08-11,和美鎮糖友三街62號1.2樓,經查招牌違規增設國語正音及數學課程、補習班立案班牌查無書寫補習班、查無108年建築物防火避難設施與安全檢查申報資料、教師異動未於系統登錄更新且曾郁捷查無良民證、補習班性騷擾防治未宣導及未依規定實施短期補習班補習服務契約等項。,限期改善件次,2020-09-08,府教社字第1090317066號
27,私立瑛瑛美術短期補習班,2020-08-10,彰化市南郭路二二○號一樓,經查該班場所已無經營補習班。,限期改善件次,2020-09-08,府教社字第1090326138號
28,私立大皇家美語短期補習班,2020-08-07,彰化市中正路二段461巷17號,經查該班場所已無經營補習班。,限期改善件次,2020-08-19,府教社字第1090297685號
29,彰化縣私立頂尖保進美語短期補習班,2020-08-03,彰化市南管街72號2-3樓,查無補習班辦公室及立案班牌(保進文教附設英文補習班與立案班名不符)、現場查無消防安全設備檢修申報書、建築物防火避難設施與安全檢查申報結果通知書、教師良民證未出示及未依規定實施短期補習班補習服務契約等項。,限期改善件次,2020-08-27,府教社字第1090299704號
30,私立蔡坤龍資優數學短期補習班,2020-08-03,彰化市長興街35號,查無109年消防安全設備檢修申報及未依規定實施短期補習班補習服務契約等項。,限期改善件次,2020-08-31,府教社字第1090314694號
31,私立昭?美語短期補習班,2020-07-31,和美鎮忠孝路248號1.2樓,經查補習班招牌違規增設安親課輔及國小文理涉及安親課輔情形、查無補習班立案班牌,限期改善件次,2020-08-21,府教社字第1090293077號
32,私立高登英文數學短期補習班,2020-07-31,和美鎮彰美路五段115號,經查招牌班名未依規定書寫(立案班牌查無類科及立案字號)、現況招收國小生與立案招生國中不符、查無教師良民證及未依規定實施短期補習班補習服務契約等項。,限期改善件次,2020-08-24,府教社字第1090295178號
33,私立史帝芬英語短期補習班,2020-07-31,和美鎮德美路117號1.2樓,經查無個人資料檔案安全維護計畫、違規超收學生36人(立案核備24人，現況招收學生60人)及未依規定實施短期補習班補習服務契約等項。,限期改善件次,2020-08-21,府教社字第1090292994號
34,私立必勝珠算短期補習班,2020-07-30,社頭鄉員集路二八五巷十六號,經查該班場所已無經營補習班。,限期改善件次,2020-08-18,府教社字第1090295030號
35,私立昭陽文理短期補習班,2020-07-30,彰化市崙平南路373號1.2.3.4樓,經查補習班招牌增設安親涉及安親課輔情形,限期改善件次,2020-08-07,府教社字第1090281979號
36,私立學陽美術短期補習班,2020-07-30,田尾鄉公所路一三八號一、二樓,經查該班場所已無經營補習班。,限期改善件次,2020-08-19,府教社字第1090295511號
37,私立名喬英語短期補習班,2020-07-30,社頭鄉仁雅村民生路719號1.2樓,經查該班場所已無經營補習班。,限期改善件次,2020-08-18,府教社字第1090295181號
38,私立永全美語短期補習班,2020-07-30,社頭鄉信義三路74號1.2樓,經查該班場所已無經營補習班。,限期改善件次,2020-08-18,府教社字第1090295414號
39,彰化縣私立菁英文理短期補習班,2020-07-21,永靖鄉瑚璉村8鄰多福路77號1、2樓,該班未經核准擅自增設類科。,限期改善件次,2020-08-06,府教社字第1090276153號
40,私立誼喬美語短期補習班,2020-07-15,員林市南平東街48號1.2樓,經查未經核准擅自增設科目、立案班牌未依規定全名書寫。,限期改善件次,2020-07-30,府教社字第1090270790號
41,彰化縣私立摘星文教文理短期補習班,2020-07-13,鹿港鎮民權路46號1、2樓,經查貴班新聘教師未於系統登錄更新、查無109年消防安全設備檢修申報書、查無補習班立案班牌(摘星與立案班名不符)及未依規定實施短期補習班補習服務契約等項,限期改善件次,2020-08-05,府教社字第1090268976號
42,私立劍橋英文教育中心補習班,2020-07-13,鹿港鎮鹿和路三段500號,查無補習班立案班牌(劍橋英文教育中心與立案班名不符)、補習班性騷擾防治未宣導及未依規定實施短期補習班補習服務契約等項,限期改善件次,2020-08-05,府教社字第1090025444號
43,私立伊頓美語短期補習班,2020-07-13,鹿港鎮鹿和路三段509號1.2.3樓,經查貴班新聘教師未於系統登錄更新、廣告增設國中數學及理化暨國小數學及雙語課輔、查無108年建築物防火避難設施與安全檢查申報資料,限期改善件次,2020-08-05,府教社字第1090268688號
44,彰化縣私立艾勒特文理短期補習班,2020-07-09,溪湖鎮東興路268號2樓,經查該班場所已無經營補習班。,限期改善件次,2020-07-27,府教社字第1090260342號
45,私立皇家音樂短期補習班,2020-07-09,溪湖鎮華中街76.78號1.2樓,經查該班場所已無經營補習班。,限期改善件次,2020-07-27,府教社字第1090264010號
46,私立領先者文理短期補習班,2020-07-08,埤頭鄉庄子路6號,經查該班未懸掛立案證書。,限期改善件次,2020-07-27,府教社字第1090259862號
47,私立小學堂安親補習班,2020-07-07,和美鎮糖友里糖友街62號,經查貴班招牌違規增設小學堂安親涉及安親課輔情形,限期改善件次,2020-07-24,府教社字第1090262595號
48,私立建志文理短期補習班,2020-07-06,花壇鄉成功街208巷11號1-2樓,經查貴班未經核准擅自增設花壇鄉成功街208巷9號3樓教室及11號3樓教室、違規超收國小學生(立案招收對象為國中生)、貴班防疫作為未確實(未量體溫及教室內未戴口罩防疫)、未依規定實施短期補習班補習服務契約及補習班性騷擾防治未宣導等項。,限期改善件次,2020-08-03,府教社字第1090264456號
49,私立育群文理短期補習班,2020-07-06,花壇鄉學前路103號1.2樓,經查班牌查無類科及立案字號、未經核准擅自增設2間教室、違規超收學生50人(立案核備30人，現場招收學生80人)、貴班防疫作為未確實(教室內學生及教師未戴口罩上課)、消防設備未符規定(已開立編號A001137號消防限改單)、查無貴班教師名冊及良民證、補習班性騷擾防治未宣導且未依規定實施短期補習班補習服務契約等項。,限期改善件次,2020-08-03,府教社字第1090264995號
50,私立瀚文數學短期補習班,2020-07-06,花壇鄉學前路77號1.2樓,經查未經核准擅自增設2樓教室1間、招生旗幟違規增設國小安親班涉及安親課輔情形、貴班防疫作為未確實(教室內學生未戴口罩上課)、查無貴班教師良民證及未依規定實施短期補習班補習服務契約等項。,限期改善件次,2020-08-03,府教社字第1090264596號
51,私立學習工場美語花壇分校補習班,2020-07-06,花壇鄉成功街208巷9號,未經核准擅自增設花壇鄉成功街208巷9號3樓教室、違規超收國小學生(立案招收對象為國中生),限期改善件次,2020-08-05,府教社字第1090025058號
52,彰化縣私立興東亞文理短期補習班,2020-07-03,田中鎮中路里福安路15號1、2樓,經查該班未經核准擴充3樓班舍。,限期改善件次,2020-07-23,府教社字第1090253669號
53,私立櫻花語文短期補習班,2020-07-01,大村鄉櫻花路41號1.2樓,經查該班場所已無經營補習班。,限期改善件次,2020-07-17,府教社字第1090250881
54,私立大欣文理短期補習班,2020-07-01,大村鄉茄苳路一段一五四號,經查該班立案招牌未全名書寫，班牌違規。,限期改善件次,2020-07-20,"府教社字第1090253500 號"
55,彰化縣私立歐文英語短期補習班,2020-06-23,彰化市中正路二段561號1、2樓,經查新聘職員許薰尹未於系統登錄更新、補習班履約保證已過期(有效日期109年6月11日止)、查無108年建築物防火避難設施與安全檢查申報資料及109年消防檢修申報資料、查無補習班立案班牌(紐洛琳英語學院與立案班名不符)且未依規定實施短期補習班新版補習服務契約等項。,限期改善件次,2020-07-28,府教社字第1090258451號
56,韋誠教育股份有限公司附設彰化縣私立韋婕英日語短期補習班,2020-06-23,員林市成功東路200號1、2樓,經查該班班名未按全名書寫，班牌違規。,限期改善件次,2020-07-09,府教社字第1090239316號
57,私立學霖珠心算短期補習班,2020-06-23,員林市成功東路322號1.2樓,經查該班未經核准違規招生類科英文、數學等科目。,限期改善件次,2020-07-09,府教社字第1090239831號
58,私立中鼎美語短期補習班,2020-06-23,彰化市中正路二段436、438號1-3樓,"經查補習班招生旗幟違規增設全美安親班涉及安親課輔情形、新聘外籍教師柯龍王/DEMPSEY,COLINHUNTER(加拿大籍/護照號碼：HC826413)未於系統登錄更新、查無貴班教師良民證、查無補習班處理個資保護計畫及未依規定實施短期補習班補習服務契約等項。",限期改善件次,2020-07-28,府教社字第1090258374號
59,彰化縣私立黃博良英文短期補習班,2020-06-22,鹿港鎮復興路346號1、2樓,經查招牌班名未依規定書寫(黃博良英文與立案班名不符，查無補習班字樣及立案字號)、查無108年建築物防火避難設施與安全檢查申報資料及未依規定實施短期補習班補習服務契約等項。,限期改善件次,2020-07-27,府教社字第1090255137號
60,施毓廷文教事業有限公司附設彰化縣私立家因英語短期補習班,2020-06-19,北斗鎮民族路42之1號1、2樓,該班未經核准擴充3樓班舍、學生繳款收據格式不符。,限期改善件次,2020-07-07,府教社字第1090236961號
61,彰化縣私立捷敏全民英語短期補習班,2020-06-19,花壇鄉學前路73號1-2樓,經查招牌班名未依規定書寫(立案班牌無補習班字樣)及未依規定實施短期補習班補習服務契約等項。,限期改善件次,2020-07-27,府教社字第1090254395號
62,私立馬丁英語短期補習班,2020-06-19,花壇鄉長沙村中正路101號1、2、3樓,經查新聘外籍教師JONNATHAN(南非籍NC30497408)未於系統登錄更新、消防避難逃生標示2、3樓未設（已開立消防限改單A001136）、補習班履約保證已過期(有效日期108年12月31日止)及未依規定實施短期補習班補習服務契約等項。,限期改善件次,2020-07-27,府教社字第1090255399號
63,私立俊達文理短期補習班,2020-06-17,員林市中山路二段87號5樓,經查該班違規擴充員林市中山路二段87號6樓班舍、補習班班名未按照規定全名書寫。,限期改善件次,2020-07-03,府教社字第1090232351號
64,彰化縣私立哈維英語短期補習班,2020-06-16,彰化市旭光路193號1-2樓,經查補習班立案班牌未加註立案字號、查無108年建築物防火避難設施與安全檢查申報資料及109年消防檢修申報資料、查無補習班處理個資保護計畫、查無補習班防疫作為及性騷防治等查核表且未依規定實施短期補習班補習服務契約等項。,限期改善件次,2020-07-28,府教社字第1090258311號
65,私立成功文理短期補習班,2020-06-16,員林市中正路372號3.4樓,該班繳款收據格式不符。,限期改善件次,2020-07-01,府教社字第1090228262號
66,私立上仁文理短期補習班,2020-06-15,溪湖鎮地政路51巷10弄19號1.2樓,經查該班立案招牌未依規定全名書寫及未顯示立案字號。,限期改善件次,2020-07-01,府教社字第1090227069號
67,智基科技開發股份有限公司溪湖分公司附設私立大志光法商短期補習班,2020-06-12,溪湖鎮西環路223號1.2.3.4樓,經查該班立案招牌未符合規定，未懸掛立案證書,限期改善件次,2020-07-01,府教社字第1090220984號
68,私立名門美語短期補習班,2020-06-12,溪湖鎮湖西里大公路16號2樓,經查該班立案班牌未依規定全名書寫，未懸掛立案證書。,限期改善件次,2020-06-19,府教社字第1090213912號
69,私立智盛文理短期補習班,2020-06-10,彰化市和平里精誠路151號1.2樓,查無班址變更異動資料,限期改善件次,2020-06-17,府教社字第1090204328號
70,彰化縣私立葛萊多芬文理短期補習班,2020-06-08,和美鎮和平街78號1、2樓,未經核准擅自增設3、4樓教室.增設國中數學、理化類科,限期改善件次,2020-07-27,府教社字第1090254830號
71,彰化縣私立向陽文理短期補習班,2020-06-08,和美鎮和平街54號1-2樓,經查貴班查無108年建築物防火避難設施與安全檢查申報資料(108年建物安全檢查申報未出示)及未依規定實施短期補習班補習服務契約等項。,限期改善件次,2020-07-24,府教社字第1090253808號
72,私立立勝文教機構和美分校補習班,2020-06-08,和美鎮和平街76號,增設國小安親課輔班(立案補習班涉違規安親課照)及與立案班名不符,限期改善件次,2020-07-28,府教社字第1090024316號
73,私立東昇語文短期補習班,2020-06-05,伸港鄉新港村中山路38號1.2樓,經查招牌班名未依規定書寫(東昇國際英語學校與立案班名不符)、查無補習班個人資料檔案安全維護計畫及未依規定實施短期補習班補習服務契約等項。,限期改善件次,2020-07-24,府教社字第1090253673號
74,私立小博士短期補習班,2020-06-05,花壇鄉學前路71號,經查該班場所已無經營補習班。,限期改善件次,2020-07-01,府教社字第1090224670號
75,私立美爾蒂文理短期補習班,2020-06-05,伸港鄉仁愛路74號1、2樓,經查未依規定實施短期補習班服務契約乙項(補習班新版服務契約現場未提供)。,限期改善件次,2020-07-24,府教社字第1090253395號
76,私立新地球語美語短期補習班,2020-06-04,社頭鄉員集路二段80號1-2F,經查該班場所已無經營補習班。,限期改善件次,2020-06-09,府教社字第1090198793號
77,私立高遠文理短期補習班,2020-06-04,社頭鄉山腳路三段584巷1弄2號,經查該班場所已無經營補習班。,限期改善件次,2020-06-09,府教社字第1090198691號
78,智基科技開發股份有限公司彰化分公司附設私立志光法商短期補習班,2020-06-04,彰化市和平路57號5樓,經查貴班未依規定實施短期補習班新版補習服務契約乙項(補習班新版服務契約現場未出示)。,限期改善件次,2020-07-24,府教社字第1090253181號
79,彰化縣私立大學院文理短期補習班,2020-06-04,彰化市和平路57號9樓,經查貴班未依規定實施短期補習班履約保證及補習服務契約等項(補習班履約保證及新版服務契約現場均未出示)。,限期改善件次,2020-07-23,府教社字第1090251810號
80,彰化縣私立薪育糧文理短期補習班,2020-06-04,彰化市中山路二段681號7樓,經查招牌班名未依規定書寫(台中立人補習班彰化分部與立案班名不符)、查無108年建築物防火避難設施與安全檢查申報資料、補習班履約保證未提供證明、及未依規定實施短期補習班補習服務契約等項。,限期改善件次,2020-07-14,府教社字第1090236820號
81,彰化縣私立稻禾文理短期補習班,2020-06-03,彰化市自強路286號1、2樓,違規增班(廣告增設國中理化類科)、未經核准擅自遷移至彰化縣彰化市自強路286號(與原立案班址不符)及未依規定實施短期補習班補習服務契約等項。,限期改善件次,2020-07-23,府教社字第1090251607號
82,私立柏克萊美語作文數學短期補習班,2020-06-03,員林市浮圳路二段四六五、四六七號,該班立案招牌未依規定全名書、招生廣告涉及安親課輔等違規項目。,限期改善件次,2020-06-15,府教社字第1090200893號
83,私立丹尼爾美語短期補習班,2020-06-02,員林市成功東路261號1.2樓,經查該班立案班牌未依規定全名書寫，學生繳款收據格式不符。,限期改善件次,2020-06-11,府教社字第1090206550號
84,私立春美縫紉短期補習班,2020-06-02,秀水鄉彰水路五七七號,經查該班場所已無經營補習班。,限期改善件次,2020-06-15,府教社字第1090210569號
85,私立立達文理短期補習班,2020-05-27,員林市靜修東路10.12號,經查該班廣告違規招生國中安親班,限期改善件次,2020-06-04,府教社字第1090192272號
86,私立正誠文理短期補習班,2020-05-22,員林市靜修路74-2號1.2樓,未經核准違規增班(科)及招生對象、擴充3樓2間教室、補習班涉課輔班等情形,限期改善件次,2020-06-03,府教社字第1090188816號
87,私立力行文理短期補習班,2020-05-22,彰化市中山路二段681號10樓,經查招牌班名未依規定書寫(台中儒林補習班彰化力行分部與立案班名不符)、查無108年建築物防火避難設施與安全檢查申報資料、及未依規定實施短期補習班補習服務契約等項。,限期改善件次,2020-07-14,府教社字第1090236767號
88,私立大學門文理短期補習班,2020-05-22,員林市萬年路三段238號2樓,經查該班招生廣告違反補教師實名制、學生繳款收據格式不符。,限期改善件次,2020-07-09,府教社字第1090237930號
89,彰化縣私立大智文理技藝短期補習班,2020-05-21,田尾鄉饒平村中正路一段27、29號1、2樓,經查該班未懸掛立案證書、學生繳款收據格式不符。,限期改善件次,2020-06-05,府教社字第1090191924號
90,高點數位科技股份有限公司彰化分公司附設私立高點建國文理短期補習班,2020-05-20,彰化市中山路二段351號9樓,查無短期補習班新版補習服務契約,限期改善件次,2020-06-08,府教社字第1090170674號
91,私立育樂文理短期補習班,2020-05-20,彰化市中山路二段430號1至4樓,經查貴班教師已上網登錄惟新進人員蔡怡湘及徐鳳鳴未更新登錄補習班資管系統及未提供補習班防疫作為相關查核表等項。,限期改善件次,2020-06-08,府教社字第109019479A
92,私立育達文理短期補習班,2020-05-20,"彰化市永樂街12號4至7 樓",查有貴班4至7樓共計12支滅火器過期、補習班逃生圖未更新及常時關閉防火門應關閉等消防缺失。,限期改善件次,2020-06-08,府教社字第1090191479號
93,私立金紅娘美髮短期補習班,2020-05-18,彰化市長興街一三九號一樓,經查該班場所已無經營補習班。,限期改善件次,2020-06-15,府教社字第1090210569號
94,彰化縣私立高斯數學短期補習班,2020-05-18,彰化縣北斗鎮西德里舜苑街201巷3號1、2樓,經查該班場所已無經營補習班。,限期改善件次,2020-05-29,府教社字第1090181402號
95,私立高碩文理短期補習班,2020-05-18,北斗鎮地政路465號1-2樓,經查該班場所已無經營補習班。,限期改善件次,2020-05-29,府教社字第1090182725號
96,私立鴻揚文理短期補習班,2020-05-18,北斗鎮西德里八德路96號1.2樓,經查該班場所已無經營補習班。,限期改善件次,2020-06-02,府教社字第1090188661號
97,私立博碩文理短期補習班,2020-05-15,埔鹽鄉好修村員鹿路二段111號,經查該班場所已無經營補習班。,限期改善件次,2020-05-29,府教社字第1090184918號
98,私立英倫美語短期補習班,2020-05-15,埔鹽鄉員鹿路二段106-1號1.2樓,經查該班繳款收據格式不符。,限期改善件次,2020-05-29,府教社字第1090179664號
99,私立埔上文理短期補習班,2020-05-15,埔心鄉員鹿路二段三八五號,經查該班場所已無經營補習班。,限期改善件次,2020-06-02,府教社字第1090188548號
100,私立小太陽珠心算文理短期補習班,2020-05-14,和美鎮東萊路81巷19號1.2.3.4樓及21號1樓,聘用教師異動未於本縣補習班資訊管理系統登錄(教師陳宥姍離職未於資管系統更新教職員工名冊)、及未依規定實施短期補習班補習服務契約等,限期改善件次,2020-07-01,府教社字第1090219882號
101,私立全成美語短期補習班,2020-05-12,員林市林森路286號1.2.3樓,經查該班立案班牌未依規定全名書寫。,限期改善件次,2020-05-20,府教社字第1090172943號
102,私立育成美語短期補習班,2020-05-12,花壇鄉中正路60之6號1、2樓,查無消防安全設備檢修申報書、建築物防火避難設施與安全檢查申報結果通知書及未依規定實施短期補習班補習服務契約等項。,限期改善件次,2020-06-30,府教社字第1090219808號
103,私立智力美語短期補習班,2020-05-12,員林市林森路282-1號1.2號,經查該班立案招牌未照規定書寫，廣告招牌違規招生安親課輔班。,限期改善件次,2020-05-19,府教社字第1090170119號
104,彰化縣私立嘉慶文理短期補習班,2020-05-11,鹿港鎮鹿東路155號2.3樓,擴充1樓班舍未申請.未依規定實施短期補習班補習服務契約等,限期改善件次,2020-06-19,府教社字第1090205659號
105,私立何嘉仁菁英美語ESL小學部補習班,2020-05-11,鹿港鎮鹿東路155號,"查無補習班立案班牌(招牌班名未依規定書寫),招牌違規增設幼兒園",限期改善件次,2020-06-19,府教社字第1090019673號
106,私立文人文理短期補習班,2020-05-11,鹿港鎮長安路127號1樓、129號1、2樓,教師王雪馨已離職未於資管系統登錄異動.未依規定實施短期補習班補習服務契約,限期改善件次,2020-06-19,府教社字第1090205659號
107,鎮大教育股份有限公司附設彰化縣私立正大教育文理短期補習班,2020-05-08,花壇鄉長沙村成功街181號1、2樓及成功街190號1、2樓,現場查有教室4間(原立案登記3間教室),限期改善件次,2020-06-17,府教社字第1090202709號
108,彰化縣私立儒林文理短期補習班,2020-05-06,員林市靜修東路33號3樓,經查該班未懸掛補習班立案招牌、繳款收據未符合規定。,限期改善件次,2020-05-14,府教社字第1090164372號
109,彰化縣私立徐樂文理短期補習班,2020-05-06,和美鎮和卿路57號1.2樓,廣告招牌英文科徐樂及數學科姚赫未加註實名.未依規定實施短期補習班補習服務契約.,限期改善件次,2020-05-11,府教社字第1090144826號
110,彰化縣私立哈葳文理短期補習班,2020-05-06,和美鎮永樂路6號1樓,未立案違規招生,停止招生,2020-05-29,府教社字第1090188374號
111,私立傑笙文理短期補習班,2020-05-06,員林市南平街77號1.2樓,經查該班場所已無經營。,限期改善件次,2020-05-13,府教社字第1090162938號
112,私立巧宜智珠心算短期補習班,2020-05-06,和美鎮德美路二九一號一樓,經查該班場所已無經營補習班。,限期改善件次,2020-05-18,府教社字第1090170674號
113,私立焙馨文理短期補習班,2020-05-05,員林市明德街54號,經查該班場所已無經營補習班。,限期改善件次,2020-05-12,府教社字第1090160490號
114,私立蜜雪兒美容短期補習班,2020-05-05,員林市育英路五三九巷一號,經查該班場所已無經營,限期改善件次,2020-05-12,府教社字第1090159191號
115,私立瑪麗美語短期補習班,2020-05-05,彰化市平和里建和街50號,"該址已無經營補習班 ,且查無補習班立案班牌.",限期改善件次,2020-05-15,府教社字第1090015587號
116,私立育仁珠心算短期補習班,2020-05-05,彰化市泰和路二段二○六巷四二之三號一、二、三樓,經查該班場所已無經營補習班。,限期改善件次,2020-05-18,府教社字第1090170674號
117,私立達誠美語短期補習班,2020-05-04,彰化市彰南路二段256之8號1.2樓,擴充3樓班舍未申請(查有3樓教室1間),限期改善件次,2020-06-24,府教社字第1090219725號
118,私立學思文理短期補習班,2020-04-30,彰化市中山路二段878號,查無補習班立案班牌,限期改善件次,2020-05-08,府教社字第1090013556號
119,史丹福美語國小部補習班,2020-04-28,和美鎮仁美路53號,招牌班名未依規定書寫(史丹福與立案班名不符).教職員工名冊系統未更新.,限期改善件次,2020-05-04,府教社字第1090013198號
120,私立山姆叔叔美語短期補習班,2020-04-28,彰化市三民路279巷5號1樓,查無補習班立案班牌及未依規定實施短期補習班補習服務契約等項。,限期改善件次,2020-05-26,府教社字第1090182309號
121,私立種子探索美語短期補習班,2020-04-28,彰化市建國北路162號,查無消防安全設備檢修申報書、建築物防火避難設施與安全檢查申報結果通知書,限期改善件次,2020-04-28,府教社字第1090013195號
122,私立元大文理短期補習班,2020-04-24,員林市成功路30號1.2樓,經查該班場所已無經營補習班,限期改善件次,2020-04-30,府教社字第1090150524號
123,私立日信美語短期補習班,2020-04-24,員林市日泰街一一九號二樓,經查該班場所已無經營補習班。,限期改善件次,2020-04-28,府教社字第1090146592號
124,私立智橋珠心算短期補習班,2020-04-24,員林市成功東路257號1.2樓,經查該班場所已無經營補習班,限期改善件次,2020-04-30,府教社字第1090146906號
